cluster,confidence_max,confidence_min,end_time,location_x,location_y,reliability_max,reliability_min,start_time,thumbs_up,uuid count,interactions,point,pareto
18,5,0,2019-02-04 10:27:00,-46.75036750000002,-23.531017333333338,10,5,2019-02-04 04:22:00,26,6,32,POINT (-46.75036750000002 -23.53101733333334),33.604651162790695
2,5,0,2019-02-04 12:14:00,-46.62723356285874,-23.542613526369095,10,5,2019-02-04 06:05:00,23,9,32,POINT (-46.62723356285874 -23.5426135263691),35.46511627906977
77,3,0,2019-02-04 10:03:00,-46.67549400000001,-23.696281363636373,10,5,2019-02-04 05:35:00,20,11,31,POINT (-46.67549400000001 -23.69628136363637),37.26744186046512
97,4,0,2019-02-04 12:36:00,-46.6104732898551,-23.509095373590984,10,5,2019-02-04 07:41:00,19,9,28,POINT (-46.6104732898551 -23.50909537359098),38.895348837209305
29,1,0,2019-02-04 09:33:00,-46.697021416666665,-23.60600558333333,10,5,2019-02-04 05:01:00,10,12,22,POINT (-46.69702141666667 -23.60600558333333),40.174418604651166
3,5,0,2019-02-04 07:38:00,-46.60072018292681,-23.62164796341465,10,5,2019-02-04 04:31:00,18,4,22,POINT (-46.60072018292681 -23.62164796341465),41.45348837209303
254,5,0,2019-02-04 12:56:00,-46.634711041935574,-23.519235964516128,10,5,2019-02-04 09:14:00,19,2,21,POINT (-46.63471104193557 -23.51923596451613),42.674418604651166
15,2,0,2019-02-04 13:20:00,-46.54367220177385,-23.606381514412416,10,5,2019-02-04 03:41:00,10,11,21,POINT (-46.54367220177385 -23.60638151441242),43.895348837209305
28,4,0,2019-02-04 09:15:00,-46.61604066666669,-23.519192999999998,10,5,2019-02-04 04:07:00,15,6,21,POINT (-46.61604066666669 -23.519193),45.116279069767444
38,3,0,2019-02-04 09:43:00,-46.64167335972458,-23.537736080895,10,5,2019-02-04 06:12:00,12,7,19,POINT (-46.64167335972458 -23.537736080895),46.22093023255814
45,4,0,2019-02-04 12:17:00,-46.62438142857142,-23.513909714285727,10,5,2019-02-04 04:16:00,11,7,18,POINT (-46.62438142857142 -23.51390971428573),47.26744186046512
111,4,0,2019-02-04 08:21:00,-46.69127675000002,-23.589047250000004,10,5,2019-02-04 05:40:00,13,4,17,POINT (-46.69127675000002 -23.58904725),48.25581395348837
56,5,0,2019-02-04 13:35:00,-46.6808099999999,-23.514388000000046,10,5,2019-02-04 11:38:00,16,1,17,POINT (-46.6808099999999 -23.51438800000005),49.24418604651163
57,2,0,2019-02-04 14:05:00,-46.40150320000001,-23.488999199999974,10,5,2019-02-04 06:16:00,12,5,17,POINT (-46.40150320000001 -23.48899919999997),50.23255813953488
267,5,0,2019-02-04 10:52:00,-46.72184000000001,-23.554269999999992,10,6,2019-02-04 10:30:00,16,1,17,POINT (-46.72184000000001 -23.55426999999999),51.22093023255814
136,5,0,2019-02-04 07:40:00,-46.686299999999974,-23.75389150000003,10,5,2019-02-04 04:25:00,15,2,17,POINT (-46.68629999999997 -23.75389150000003),52.2093023255814
167,5,0,2019-02-04 11:30:00,-46.67782600000007,-23.566919999999985,10,5,2019-02-04 10:14:00,15,1,16,POINT (-46.67782600000007 -23.56691999999999),53.13953488372093
166,5,0,2019-02-04 11:00:00,-46.60625199999999,-23.522015999999947,10,5,2019-02-04 09:24:00,15,1,16,POINT (-46.60625199999999 -23.52201599999995),54.06976744186046
140,5,0,2019-02-04 09:14:00,-46.680629999999894,-23.514791000000034,10,5,2019-02-04 06:38:00,13,1,14,POINT (-46.68062999999989 -23.51479100000003),54.883720930232556
112,2,0,2019-02-04 09:40:00,-46.6918725,-23.683821000000005,10,5,2019-02-04 07:51:00,9,4,13,POINT (-46.6918725 -23.68382100000001),55.63953488372093
46,5,0,2019-02-04 06:47:00,-46.625256000000064,-23.52349199999993,10,5,2019-02-04 04:15:00,12,1,13,POINT (-46.62525600000006 -23.52349199999993),56.395348837209305
200,5,0,2019-02-04 07:39:00,-46.561337000000066,-23.515139999999978,10,5,2019-02-04 05:38:00,12,1,13,POINT (-46.56133700000007 -23.51513999999998),57.151162790697676
63,5,0,2019-02-04 06:15:00,-46.69754050000001,-23.574383499999968,10,5,2019-02-04 04:58:00,11,2,13,POINT (-46.69754050000001 -23.57438349999997),57.906976744186046
216,5,0,2019-02-04 05:42:00,-46.69978300000002,-23.60931,10,5,2019-02-04 03:57:00,11,1,12,POINT (-46.69978300000002 -23.60931),58.604651162790695
142,2,0,2019-02-04 10:09:00,-46.62813774999998,-23.620019000000006,9,5,2019-02-04 05:58:00,8,4,12,POINT (-46.62813774999998 -23.62001900000001),59.30232558139535
148,5,0,2019-02-04 07:35:00,-46.58266439428554,-23.611250011428503,10,5,2019-02-04 04:41:00,10,1,11,POINT (-46.58266439428554 -23.6112500114285),59.94186046511628
131,2,0,2019-02-04 08:05:00,-46.626982999999996,-23.534447666666665,10,5,2019-02-04 06:10:00,8,3,11,POINT (-46.626983 -23.53444766666667),60.58139534883721
251,5,0,2019-02-04 04:40:00,-46.62956400724646,-23.556167239130378,10,5,2019-02-04 02:23:00,10,1,11,POINT (-46.62956400724646 -23.55616723913038),61.22093023255814
54,3,0,2019-02-04 09:15:00,-46.457223397759115,-23.528063812324962,10,5,2019-02-04 05:20:00,8,3,11,POINT (-46.45722339775912 -23.52806381232496),61.86046511627907
36,2,0,2019-02-04 09:15:00,-46.55592466666667,-23.526083333333332,9,5,2019-02-04 07:44:00,7,3,10,POINT (-46.55592466666667 -23.52608333333333),62.44186046511628
11,1,0,2019-02-04 09:14:00,-46.562945499999984,-23.523829249999995,8,5,2019-02-04 04:45:00,6,4,10,POINT (-46.56294549999998 -23.52382925),63.02325581395349
264,4,0,2019-02-04 08:21:00,-46.60022699999993,-23.52590400000004,10,5,2019-02-04 06:25:00,9,1,10,POINT (-46.60022699999993 -23.52590400000004),63.604651162790695
204,4,0,2019-02-04 06:15:00,-46.556503000000006,-23.525399,10,5,2019-02-04 05:37:00,9,1,10,POINT (-46.55650300000001 -23.525399),64.18604651162791
117,2,0,2019-02-04 14:07:00,-46.563731500000024,-23.523924499999985,10,5,2019-02-04 12:21:00,8,2,10,POINT (-46.56373150000002 -23.52392449999999),64.76744186046511
20,0,0,2019-02-04 13:58:00,-46.705939875,-23.66361712500001,7,5,2019-02-04 08:31:00,2,8,10,POINT (-46.705939875 -23.66361712500001),65.34883720930233
155,1,0,2019-02-04 09:23:00,-46.62945049999999,-23.540091666666665,8,5,2019-02-04 06:12:00,4,6,10,POINT (-46.62945049999999 -23.54009166666667),65.93023255813954
22,3,0,2019-02-04 09:15:00,-46.591318666666695,-23.529956666666624,10,5,2019-02-04 05:37:00,6,3,9,POINT (-46.59131866666669 -23.52995666666662),66.45348837209302
10,1,0,2019-02-04 09:31:00,-46.58201160000003,-23.456479399999996,8,5,2019-02-04 06:22:00,4,5,9,POINT (-46.58201160000003 -23.4564794),66.97674418604652
19,1,0,2019-02-04 10:17:00,-46.593732599999974,-23.58996680000003,9,5,2019-02-04 06:24:00,4,5,9,POINT (-46.59373259999997 -23.58996680000003),67.5
107,4,0,2019-02-04 05:32:00,-46.585130999999954,-23.64402799999999,10,5,2019-02-04 04:26:00,8,1,9,POINT (-46.58513099999995 -23.64402799999999),68.02325581395348
193,3,0,2019-02-04 08:01:00,-46.642653999999965,-23.517624000000016,10,5,2019-02-04 04:17:00,7,2,9,POINT (-46.64265399999996 -23.51762400000002),68.54651162790698
205,3,0,2019-02-04 06:46:00,-46.57601599999999,-23.526651000000008,10,5,2019-02-04 06:19:00,7,1,8,POINT (-46.57601599999999 -23.52665100000001),69.01162790697674
7,3,0,2019-02-04 06:36:00,-46.60775600000004,-23.52219350000002,10,5,2019-02-04 03:12:00,6,2,8,POINT (-46.60775600000004 -23.52219350000002),69.47674418604652
92,1,0,2019-02-04 09:14:00,-46.58854533333332,-23.525423333333332,9,5,2019-02-04 06:16:00,5,3,8,POINT (-46.58854533333332 -23.52542333333333),69.94186046511628
98,4,0,2019-02-04 09:13:00,-46.586410999999956,-23.610444499999986,10,5,2019-02-04 07:45:00,6,2,8,POINT (-46.58641099999996 -23.61044449999999),70.40697674418605
78,1,0,2019-02-04 09:14:00,-46.65918850000001,-23.517072999999975,9,5,2019-02-04 06:34:00,6,2,8,POINT (-46.65918850000001 -23.51707299999998),70.87209302325581
72,1,0,2019-02-04 10:24:00,-46.736459758928596,-23.5320340044643,9,5,2019-02-04 08:02:00,4,4,8,POINT (-46.7364597589286 -23.5320340044643),71.33720930232558
225,3,0,2019-02-04 11:48:00,-46.579928,-23.515988,10,5,2019-02-04 11:33:00,7,1,8,POINT (-46.579928 -23.515988),71.80232558139535
169,3,0,2019-02-04 11:59:00,-46.66778000000009,-23.573433000000016,10,5,2019-02-04 10:44:00,7,1,8,POINT (-46.66778000000009 -23.57343300000002),72.26744186046511
261,3,1,2019-02-04 08:28:00,-46.6283,-23.50949700000001,10,9,2019-02-04 08:17:00,7,1,8,POINT (-46.6283 -23.50949700000001),72.73255813953489
236,3,0,2019-02-04 06:20:00,-46.69247500000003,-23.68321500000001,10,5,2019-02-04 05:36:00,7,1,8,POINT (-46.69247500000003 -23.68321500000001),73.19767441860465
203,2,0,2019-02-04 11:58:00,-46.694321666666646,-23.54673033333332,10,5,2019-02-04 09:24:00,4,3,7,POINT (-46.69432166666665 -23.54673033333332),73.6046511627907
91,1,0,2019-02-04 07:36:00,-46.724699000000044,-23.42670299999999,8,5,2019-02-04 06:01:00,5,2,7,POINT (-46.72469900000004 -23.42670299999999),74.01162790697674
114,3,0,2019-02-04 08:47:00,-46.583893000000046,-23.621905333333327,10,5,2019-02-04 06:01:00,4,3,7,POINT (-46.58389300000005 -23.62190533333333),74.4186046511628
141,2,0,2019-02-04 06:00:00,-46.66721000000005,-23.634698999999966,10,5,2019-02-04 04:45:00,6,1,7,POINT (-46.66721000000005 -23.63469899999997),74.82558139534883
76,0,0,2019-02-04 04:20:00,-46.67874133333334,-23.664963666666655,6,5,2019-02-04 03:21:00,3,3,6,POINT (-46.67874133333334 -23.66496366666665),75.17441860465117
55,1,0,2019-02-04 04:19:00,-46.679203000000044,-23.661875499999965,9,5,2019-02-04 02:45:00,4,2,6,POINT (-46.67920300000004 -23.66187549999997),75.52325581395348
43,1,0,2019-02-04 10:36:00,-46.600754999999985,-23.621452333333327,7,5,2019-02-04 09:08:00,3,3,6,POINT (-46.60075499999999 -23.62145233333333),75.87209302325581
84,2,0,2019-02-04 10:35:00,-46.59781449999996,-23.589378499999974,9,5,2019-02-04 07:45:00,4,2,6,POINT (-46.59781449999996 -23.58937849999997),76.22093023255815
184,2,0,2019-02-04 06:22:00,-46.63906599999999,-23.518076999999998,10,5,2019-02-04 06:01:00,5,1,6,POINT (-46.63906599999999 -23.518077),76.56976744186046
6,2,0,2019-02-04 03:23:00,-46.60114100000007,-23.622144,9,5,2019-02-04 02:23:00,4,1,5,POINT (-46.60114100000007 -23.622144),76.86046511627907
245,2,0,2019-02-04 03:16:00,-46.63074899999997,-23.629247000000003,10,5,2019-02-04 02:22:00,4,1,5,POINT (-46.63074899999997 -23.629247),77.15116279069767
59,1,0,2019-02-04 07:35:00,-46.59384272916158,-23.530066890575263,8,5,2019-02-04 02:57:00,1,4,5,POINT (-46.59384272916158 -23.53006689057526),77.44186046511628
170,1,0,2019-02-04 10:31:00,-46.70722,-23.561733,10,5,2019-02-04 10:26:00,4,1,5,POINT (-46.70722 -23.561733),77.73255813953489
124,1,0,2019-02-04 07:38:00,-46.586578500000016,-23.641608499999997,7,5,2019-02-04 05:26:00,3,2,5,POINT (-46.58657850000002 -23.6416085),78.02325581395348
272,2,0,2019-02-04 05:32:00,-46.730905,-23.549778,9,5,2019-02-04 05:11:00,4,1,5,POINT (-46.730905 -23.549778),78.31395348837209
180,1,0,2019-02-04 03:53:00,-46.618739999999924,-23.535409000000023,8,5,2019-02-04 02:37:00,3,1,4,POINT (-46.61873999999992 -23.53540900000002),78.54651162790698
281,2,0,2019-02-04 05:13:00,-46.58199785294114,-23.53832802941177,10,5,2019-02-04 04:40:00,3,1,4,POINT (-46.58199785294114 -23.53832802941177),78.77906976744185
17,0,0,2019-02-04 07:39:00,-46.65349300000003,-23.516292999999994,6,5,2019-02-04 04:55:00,1,3,4,POINT (-46.65349300000003 -23.51629299999999),79.01162790697674
188,1,0,2019-02-04 07:30:00,-46.67749900000011,-23.75639000000001,8,5,2019-02-04 04:50:00,3,1,4,POINT (-46.67749900000011 -23.75639000000001),79.24418604651163
168,1,0,2019-02-04 05:42:00,-46.68184500000004,-23.58944399999997,8,5,2019-02-04 04:42:00,3,1,4,POINT (-46.68184500000004 -23.58944399999997),79.47674418604652
191,1,0,2019-02-04 05:30:00,-46.59967899999996,-23.60476900000002,8,5,2019-02-04 04:30:00,3,1,4,POINT (-46.59967899999996 -23.60476900000002),79.70930232558139
134,1,0,2019-02-04 06:16:00,-46.54649199999999,-23.507009,9,5,2019-02-04 06:01:00,3,1,4,POINT (-46.54649199999999 -23.507009),79.94186046511628
226,1,0,2019-02-04 16:17:00,-46.59792500000002,-23.591771999999995,9,5,2019-02-04 15:50:00,3,1,4,POINT (-46.59792500000002 -23.591772),80.17441860465117
133,1,0,2019-02-04 06:05:00,-46.72538299999998,-23.50298899999999,9,5,2019-02-04 05:30:00,3,1,4,POINT (-46.72538299999998 -23.50298899999999),80.40697674418605
147,1,0,2019-02-04 04:05:00,-46.69809900000005,-23.603618999999984,9,5,2019-02-04 02:59:00,3,1,4,POINT (-46.69809900000005 -23.60361899999998),80.63953488372093
127,1,0,2019-02-04 07:34:00,-46.61114645588238,-23.521939705882364,7,5,2019-02-04 05:24:00,2,2,4,POINT (-46.61114645588238 -23.52193970588236),80.87209302325581
68,1,0,2019-02-04 10:35:00,-46.573355,-23.509358,9,5,2019-02-04 10:22:00,3,1,4,POINT (-46.573355 -23.509358),81.1046511627907
121,2,0,2019-02-04 07:40:00,-46.45060439285716,-23.537970892857103,9,5,2019-02-04 06:05:00,3,1,4,POINT (-46.45060439285716 -23.5379708928571),81.33720930232558
42,1,0,2019-02-04 13:10:00,-46.62573400000011,-23.531066999999947,9,5,2019-02-04 11:31:00,3,1,4,POINT (-46.62573400000011 -23.53106699999995),81.56976744186046
53,1,0,2019-02-04 11:01:00,-46.56750899999998,-23.53861899999998,9,5,2019-02-04 09:51:00,3,1,4,POINT (-46.56750899999998 -23.53861899999998),81.80232558139535
161,1,0,2019-02-04 06:09:00,-46.746353000000006,-23.53436399999999,9,5,2019-02-04 05:38:00,3,1,4,POINT (-46.74635300000001 -23.53436399999999),82.03488372093024
90,1,0,2019-02-04 11:44:00,-46.65787899999996,-23.56168499999995,9,5,2019-02-04 10:19:00,3,1,4,POINT (-46.65787899999996 -23.56168499999995),82.26744186046511
268,1,0,2019-02-04 06:20:00,-46.64948000000002,-23.696846000000008,9,5,2019-02-04 05:53:00,3,1,4,POINT (-46.64948000000002 -23.69684600000001),82.5
263,1,0,2019-02-04 10:51:00,-46.60933999999998,-23.51783,9,5,2019-02-04 10:18:00,3,1,4,POINT (-46.60933999999998 -23.51783),82.73255813953489
266,1,0,2019-02-04 05:39:00,-46.729288000000004,-23.498223,9,5,2019-02-04 05:23:00,3,1,4,POINT (-46.729288 -23.498223),82.96511627906976
159,1,0,2019-02-04 04:39:00,-46.622832999999936,-23.552028000000014,7,5,2019-02-04 03:11:00,2,1,3,POINT (-46.62283299999994 -23.55202800000001),83.13953488372093
157,1,0,2019-02-04 05:03:00,-46.51309800000001,-23.492602999999992,8,5,2019-02-04 04:49:00,2,1,3,POINT (-46.51309800000001 -23.49260299999999),83.31395348837209
153,1,0,2019-02-04 08:04:00,-46.55205,-23.60477200000001,8,5,2019-02-04 07:45:00,2,1,3,POINT (-46.55205 -23.60477200000001),83.48837209302326
150,1,0,2019-02-04 07:55:00,-46.62906900000005,-23.556291000000034,7,5,2019-02-04 06:31:00,2,1,3,POINT (-46.62906900000005 -23.55629100000003),83.66279069767442
104,1,0,2019-02-04 11:24:00,-46.72296949999996,-23.77713849999997,7,5,2019-02-04 08:54:00,1,2,3,POINT (-46.72296949999996 -23.77713849999997),83.83720930232558
158,0,0,2019-02-04 10:59:00,-46.67542200000002,-23.59775850000002,6,5,2019-02-04 09:45:00,1,2,3,POINT (-46.67542200000002 -23.59775850000002),84.01162790697674
247,1,0,2019-02-04 03:44:00,-46.67880400000001,-23.651941999999977,7,5,2019-02-04 02:42:00,2,1,3,POINT (-46.67880400000001 -23.65194199999998),84.18604651162791
273,1,1,2019-02-04 09:15:00,-46.456648,-23.50604199999999,7,7,2019-02-04 08:20:00,2,1,3,POINT (-46.456648 -23.50604199999999),84.36046511627907
139,0,0,2019-02-04 10:05:00,-46.59038799999998,-23.586659,8,5,2019-02-04 09:28:00,2,1,3,POINT (-46.59038799999998 -23.586659),84.53488372093024
137,1,0,2019-02-04 11:13:00,-46.73092599999998,-23.59116800000001,8,5,2019-02-04 10:36:00,2,1,3,POINT (-46.73092599999998 -23.59116800000001),84.70930232558139
65,0,0,2019-02-04 09:14:00,-46.72149399999992,-23.55264400000004,8,5,2019-02-04 07:55:00,2,1,3,POINT (-46.72149399999992 -23.55264400000004),84.88372093023256
128,1,0,2019-02-04 07:38:00,-46.61183299999996,-23.563873999999966,7,5,2019-02-04 06:28:00,2,1,3,POINT (-46.61183299999996 -23.56387399999997),85.05813953488372
69,0,0,2019-02-04 03:58:00,-46.595589500000045,-23.545041999999995,6,5,2019-02-04 02:52:00,1,2,3,POINT (-46.59558950000005 -23.545042),85.23255813953489
70,0,0,2019-02-04 04:12:00,-46.60792699999998,-23.52903400000001,7,5,2019-02-04 02:47:00,1,2,3,POINT (-46.60792699999998 -23.52903400000001),85.40697674418605
118,1,0,2019-02-04 05:31:00,-46.597037,-23.59799599999998,7,5,2019-02-04 04:31:00,2,1,3,POINT (-46.597037 -23.59799599999998),85.5813953488372
13,0,0,2019-02-04 09:09:00,-46.625405333333326,-23.528558666666683,5,5,2019-02-04 06:35:00,0,3,3,POINT (-46.62540533333333 -23.52855866666668),85.75581395348837
165,1,0,2019-02-04 04:44:00,-46.651710000000065,-23.517974999999986,8,5,2019-02-04 03:44:00,2,1,3,POINT (-46.65171000000007 -23.51797499999999),85.93023255813954
105,0,0,2019-02-04 10:58:00,-46.58231050000002,-23.611278500000015,8,5,2019-02-04 09:41:00,1,2,3,POINT (-46.58231050000002 -23.61127850000002),86.1046511627907
221,1,0,2019-02-04 07:33:00,-46.683167999999974,-23.752747,7,5,2019-02-04 05:52:00,2,1,3,POINT (-46.68316799999997 -23.752747),86.27906976744185
32,1,0,2019-02-04 07:21:00,-46.61549000000005,-23.535456000000018,7,5,2019-02-04 05:57:00,2,1,3,POINT (-46.61549000000005 -23.53545600000002),86.45348837209302
35,1,0,2019-02-04 07:31:00,-46.52777800000001,-23.600286000000025,7,5,2019-02-04 06:24:00,2,1,3,POINT (-46.52777800000001 -23.60028600000003),86.62790697674419
219,1,0,2019-02-04 03:16:00,-46.73909300000004,-23.668378999999966,7,5,2019-02-04 01:58:00,2,1,3,POINT (-46.73909300000004 -23.66837899999997),86.80232558139535
179,1,0,2019-02-04 07:39:00,-46.63039880487816,-23.62808734146337,8,5,2019-02-04 05:34:00,2,1,3,POINT (-46.63039880487816 -23.62808734146337),86.97674418604652
228,1,0,2019-02-04 03:22:00,-46.607630999999984,-23.612591999999967,7,5,2019-02-04 02:23:00,2,1,3,POINT (-46.60763099999998 -23.61259199999997),87.15116279069767
171,0,0,2019-02-04 04:11:00,-46.690190499999986,-23.59056999999997,6,5,2019-02-04 02:18:00,1,2,3,POINT (-46.69019049999999 -23.59056999999997),87.32558139534883
81,0,0,2019-02-04 07:23:00,-46.666635999999976,-23.514693333333327,5,5,2019-02-04 04:51:00,0,3,3,POINT (-46.66663599999998 -23.51469333333333),87.5
40,0,0,2019-02-04 07:36:00,-46.70024099999998,-23.572185666666655,6,5,2019-02-04 05:24:00,0,3,3,POINT (-46.70024099999998 -23.57218566666666),87.67441860465117
198,0,0,2019-02-04 10:49:00,-46.62455700000007,-23.51782600000001,8,5,2019-02-04 09:42:00,2,1,3,POINT (-46.62455700000007 -23.51782600000001),87.84883720930233
220,0,0,2019-02-04 06:00:00,-46.44602100000001,-23.551842999999987,8,5,2019-02-04 05:08:00,2,1,3,POINT (-46.44602100000001 -23.55184299999999),88.02325581395348
197,0,0,2019-02-04 09:14:00,-46.41594050000002,-23.574467000000013,6,5,2019-02-04 06:37:00,1,2,3,POINT (-46.41594050000002 -23.57446700000001),88.19767441860465
176,1,0,2019-02-04 03:23:00,-46.638249000000044,-23.555759999999974,7,5,2019-02-04 02:24:00,2,1,3,POINT (-46.63824900000004 -23.55575999999997),88.37209302325581
27,0,0,2019-02-04 08:27:00,-46.58408200000001,-23.631841000000005,8,6,2019-02-04 08:18:00,1,1,2,POINT (-46.58408200000001 -23.631841),88.48837209302326
271,0,0,2019-02-03 22:36:00,-46.75393000000002,-23.68670299999999,7,5,2019-02-03 21:57:00,1,1,2,POINT (-46.75393000000002 -23.68670299999999),88.6046511627907
129,0,0,2019-02-04 07:39:00,-46.69497350000002,-23.66770999999998,5,5,2019-02-04 04:21:00,0,2,2,POINT (-46.69497350000002 -23.66770999999998),88.72093023255815
30,0,0,2019-02-04 09:10:00,-46.59909950000002,-23.53033149999999,5,5,2019-02-04 07:55:00,0,2,2,POINT (-46.59909950000002 -23.53033149999999),88.83720930232558
252,0,0,2019-02-04 03:48:00,-46.55536799999997,-23.52087200000004,6,5,2019-02-04 02:48:00,1,1,2,POINT (-46.55536799999997 -23.52087200000004),88.95348837209302
132,1,0,2019-02-04 06:42:00,-46.48757500000008,-23.53632700000001,7,5,2019-02-04 05:12:00,1,1,2,POINT (-46.48757500000008 -23.53632700000001),89.06976744186046
222,0,0,2019-02-04 09:15:00,-46.610897000000016,-23.526828000000016,7,5,2019-02-04 08:14:00,1,1,2,POINT (-46.61089700000002 -23.52682800000002),89.18604651162791
120,0,0,2019-02-04 06:22:00,-46.62746500000002,-23.63928399999999,7,5,2019-02-04 06:05:00,1,1,2,POINT (-46.62746500000002 -23.63928399999999),89.30232558139535
122,0,0,2019-02-04 05:41:00,-46.40149699999997,-23.492001999999967,6,5,2019-02-04 04:40:00,1,1,2,POINT (-46.40149699999997 -23.49200199999997),89.4186046511628
5,0,0,2019-02-04 03:58:00,-46.619854000000025,-23.552490999999968,5,5,2019-02-04 02:56:00,0,2,2,POINT (-46.61985400000002 -23.55249099999997),89.53488372093024
255,0,0,2019-02-04 06:29:00,-46.635898999999974,-23.563924000000032,6,5,2019-02-04 05:02:00,1,1,2,POINT (-46.63589899999997 -23.56392400000003),89.65116279069767
116,0,0,2019-02-04 06:33:00,-46.71401100000002,-23.556295000000034,6,5,2019-02-04 05:16:00,1,1,2,POINT (-46.71401100000002 -23.55629500000003),89.76744186046511
115,0,0,2019-02-04 09:31:00,-46.586615,-23.559472,6,6,2019-02-04 09:27:00,1,1,2,POINT (-46.586615 -23.559472),89.88372093023256
101,0,0,2019-02-04 04:23:00,-46.70618800000007,-23.662167999999998,6,5,2019-02-04 03:23:00,1,1,2,POINT (-46.70618800000007 -23.662168),90.0
259,0,0,2019-02-04 10:42:00,-46.48159499999999,-23.623749,7,6,2019-02-04 09:54:00,1,1,2,POINT (-46.48159499999999 -23.623749),90.11627906976744
110,0,0,2019-02-04 05:32:00,-46.76510499999996,-23.437934999999985,6,5,2019-02-04 04:30:00,1,1,2,POINT (-46.76510499999996 -23.43793499999999),90.23255813953489
280,0,0,2019-02-04 10:09:00,-46.56244100000003,-23.472866999999976,6,5,2019-02-04 09:24:00,1,1,2,POINT (-46.56244100000003 -23.47286699999998),90.34883720930233
265,0,0,2019-02-04 05:26:00,-46.66316499999997,-23.637615000000032,6,5,2019-02-04 04:16:00,1,1,2,POINT (-46.66316499999997 -23.63761500000003),90.46511627906976
47,0,0,2019-02-04 05:52:00,-46.67873400000004,-23.621973999999987,7,5,2019-02-04 04:51:00,1,1,2,POINT (-46.67873400000004 -23.62197399999999),90.5813953488372
249,0,0,2019-02-04 08:05:00,-46.74106799999999,-23.613773,7,7,2019-02-04 07:50:00,1,1,2,POINT (-46.74106799999999 -23.613773),90.69767441860465
189,0,0,2019-02-04 04:25:00,-46.66274299999999,-23.604287000000035,6,5,2019-02-04 03:26:00,1,1,2,POINT (-46.66274299999999 -23.60428700000003),90.81395348837209
178,0,0,2019-02-04 11:04:00,-46.700784999999996,-23.613487000000006,7,5,2019-02-04 10:10:00,1,1,2,POINT (-46.700785 -23.61348700000001),90.93023255813954
230,0,0,2019-02-04 09:14:00,-46.71606100000003,-23.548181000000003,6,5,2019-02-04 08:29:00,1,1,2,POINT (-46.71606100000003 -23.548181),91.04651162790698
25,0,0,2019-02-04 11:22:00,-46.61214299999995,-23.49992199999998,6,5,2019-02-04 09:50:00,1,1,2,POINT (-46.61214299999995 -23.49992199999998),91.16279069767442
24,0,0,2019-02-04 10:44:00,-46.60533799999998,-23.65491399999998,6,5,2019-02-04 09:45:00,1,1,2,POINT (-46.60533799999998 -23.65491399999998),91.27906976744185
23,0,0,2019-02-04 11:42:00,-46.72936749999995,-23.776296000000002,5,5,2019-02-04 09:47:00,0,2,2,POINT (-46.72936749999995 -23.776296),91.3953488372093
173,1,0,2019-02-04 05:35:00,-46.57462200000007,-23.583390000000005,8,5,2019-02-04 04:35:00,1,1,2,POINT (-46.57462200000007 -23.58339),91.51162790697674
52,0,0,2019-02-04 05:10:00,-46.55952999999999,-23.510697999999977,5,5,2019-02-04 03:18:00,0,2,2,POINT (-46.55952999999999 -23.51069799999998),91.62790697674419
